"trust_code","trust_name","nhs_region","trust_type"
"NV9","ASSURA DERWENTSIDE LLP","NORTH EAST AND YORKSHIRE","INDEPENDENT SECTOR"
"NVA","LODESTONE PATIENT CARE","LONDON","INDEPENDENT SECTOR"
"NVC","RAMSAY HEALTHCARE UK OPERATIONS LIMITED","EAST OF ENGLAND","INDEPENDENT SECTOR"
"NVC","RAMSAY HEALTHCARE UK OPERATIONS LIMITED","EAST OF ENGLAND","INDEPENDENT SECTOR"
"NVD","PENINSULA PLASTIC SURGERY LTD","SOUTH WEST","INDEPENDENT SECTOR"
"NVD","PENINSULA PLASTIC SURGERY LTD","SOUTH WEST","INDEPENDENT SECTOR"
"NVD","PENINSULA PLASTIC SURGERY LTD","SOUTH WEST","INDEPENDENT SECTOR"
"NVE","INTEGRATED CARE 24 LTD","SOUTH EAST","INDEPENDENT SECTOR"
"NVF","ASSURA BLACKPOOL LLP","NORTH WEST","INDEPENDENT SECTOR"
"NVF","ASSURA BLACKPOOL LLP","NORTH WEST","INDEPENDENT SECTOR"
"NVG","FAIRFIELD HOSPITAL","NORTH WEST","INDEPENDENT SECTOR"
"NVH","NO 27 (BURNSIDE CARE)","NORTH EAST AND YORKSHIRE","INDEPENDENT SECTOR"
"NVJ","JEDHEATH LTD","NORTH WEST","INDEPENDENT SECTOR"
"NVK","THE LEARNING ASSESSMENT & NEUROCARE CENTRE","SOUTH EAST","INDEPENDENT SECTOR"
"NVL","DURNFORD DERMATOLOGY","NORTH WEST","INDEPENDENT SECTOR"
"NVL","DURNFORD DERMATOLOGY","NORTH WEST","INDEPENDENT SECTOR"
"NVM","EPSOMEDICAL GROUP","SOUTH EAST","INDEPENDENT SECTOR"
"NVN","FIRST CHOICE HEALTH LTD","SOUTH EAST","INDEPENDENT SECTOR"
"NVQ","FORTIS HEALTHCARE LTD","EAST OF ENGLAND","INDEPENDENT SECTOR"
"NVQ","FORTIS HEALTHCARE LTD","EAST OF ENGLAND","INDEPENDENT SECTOR"
"NVR","ALPHA HOSPITALS","LONDON","INDEPENDENT SECTOR"
"NVT","LONDON WOUND HEALING CENTRES LTD","LONDON","INDEPENDENT SECTOR"
"NVV","HAXBY GROUP","NORTH EAST AND YORKSHIRE","INDEPENDENT SECTOR"
"NVW","WAVENEY PRACTICE BASED COMMISSIONING","EAST OF ENGLAND","INDEPENDENT SECTOR"
"NVW","WAVENEY PRACTICE BASED COMMISSIONING","EAST OF ENGLAND","INDEPENDENT SECTOR"
"NVX","HEARBASE LTD","SOUTH EAST","INDEPENDENT SECTOR"
"NVY","ASSURA WYRE FOREST LLP","MIDLANDS","INDEPENDENT SECTOR"
"NW0","GTD HEALTHCARE","NORTH WEST","INDEPENDENT SECTOR"
"NW0","GTD HEALTHCARE","NORTH WEST","INDEPENDENT SECTOR"
"NW1","THE PRACTICE PLC","SOUTH EAST","INDEPENDENT SECTOR"
"NW2","HERTS HEALTH LTD","EAST OF ENGLAND","INDEPENDENT SECTOR"
"NW3","HERTS HEALTH RESPIRATORY","EAST OF ENGLAND","INDEPENDENT SECTOR"
"NW4","THE GYNAECOLOGY PARTNERSHIP LTD.","EAST OF ENGLAND","INDEPENDENT SECTOR"
"NW5","THE ELMS MEDICAL PRACTICE","EAST OF ENGLAND","INDEPENDENT SECTOR"
"NW6","HCA INTERNATIONAL","LONDON","INDEPENDENT SECTOR"
"NW7","GENERAL MEDICAL CLINICS LTD (GENMED)","LONDON","INDEPENDENT SECTOR"
"NW8","NELSON HEALTH LTD","LONDON","INDEPENDENT SECTOR"
"NWA","ECHOTECH LTD","SOUTH EAST","INDEPENDENT SECTOR"
"NWC","PHYSIOTHERAPY SOLUTIONS LTD","LONDON","INDEPENDENT SECTOR"
"NWD","ASSURA WILTSHIRE LLP","SOUTH WEST","INDEPENDENT SECTOR"
"NWE","SENTINEL HEALTHCARE SOUTHWEST COMMUNITY INTEREST COMPANY","SOUTH WEST","INDEPENDENT SECTOR"
"NWF","BENENDEN HOSPITAL","SOUTH EAST","INDEPENDENT SECTOR"
"NWG","WILCARE HEALTH LTD","SOUTH WEST","INDEPENDENT SECTOR"
"NWH","ASSURA LEEDS LLP","NORTH EAST AND YORKSHIRE","INDEPENDENT SECTOR"
"NWJ","ASSURA LEA VALLEY LLP","EAST OF ENGLAND","INDEPENDENT SECTOR"
"NWJ","ASSURA LEA VALLEY LLP","EAST OF ENGLAND","INDEPENDENT SECTOR"
"NWK","ASSURA CHELMSFORD LLP","EAST OF ENGLAND","INDEPENDENT SECTOR"
"NWK","ASSURA CHELMSFORD LLP","EAST OF ENGLAND","INDEPENDENT SECTOR"
"NWL","MY GENERAL PRACTICE LIMITED","SOUTH EAST","INDEPENDENT SECTOR"
"NWL","MY GENERAL PRACTICE LIMITED","SOUTH EAST","INDEPENDENT SECTOR"
"NWM","BETHESDA MEDICAL CENTRE","SOUTH EAST","INDEPENDENT SECTOR"
"NWN","REALHEALTH(UK) LIMITED","LONDON","INDEPENDENT SECTOR"
"NWP","BLEMISH CLINIC","NORTH WEST","INDEPENDENT SECTOR"
"NWP","BLEMISH CLINIC","NORTH WEST","INDEPENDENT SECTOR"
"NWQ","THE CHASELEY TRUST","SOUTH EAST","INDEPENDENT SECTOR"
"NWQ","THE CHASELEY TRUST","SOUTH EAST","INDEPENDENT SECTOR"
"NWR","INNOVATIONS IN PRIMARY CARE LIMITED","SOUTH EAST","INDEPENDENT SECTOR"
"NWT","ACTION FOR DEAFNESS","SOUTH EAST","INDEPENDENT SECTOR"
"NWV","GP CARE UK LIMITED","SOUTH WEST","INDEPENDENT SECTOR"
"NWW","SPECIALIST MEDICAL IMAGING LIMITED","NORTH WEST","INDEPENDENT SECTOR"
"NWX","BRIGHTON & HOVE INTEGRATED CARE SERVICE","SOUTH EAST","INDEPENDENT SECTOR"
"NWX","BRIGHTON & HOVE INTEGRATED CARE SERVICE","SOUTH EAST","INDEPENDENT SECTOR"
"NWY","NORTHGATE INFORMATION SOLUTIONS","SOUTH EAST","INDEPENDENT SECTOR"
"NX0","CHIME SOCIAL ENTERPRISE","SOUTH WEST","INDEPENDENT SECTOR"
"NX1","THE PRACTICE","SOUTH EAST","INDEPENDENT SECTOR"
"NX2","MINOR OPS LTD","NORTH EAST AND YORKSHIRE","INDEPENDENT SECTOR"
"NX3","BASFORD CONSULTING LIMITED","MIDLANDS","INDEPENDENT SECTOR"
"NX3","BASFORD CONSULTING LIMITED","MIDLANDS","INDEPENDENT SECTOR"
"NX4","SPECIALIST HEALTH SERVICES LIMITED","SOUTH EAST","INDEPENDENT SECTOR"
"NX4","SPECIALIST HEALTH SERVICES LIMITED","SOUTH EAST","INDEPENDENT SECTOR"
"NX5","ANGLIA COMMUNITY EYE SERVICE LTD","EAST OF ENGLAND","INDEPENDENT SECTOR"
"NX6","ST ALBANS & HARPENDEN MUSCULOSKELETAL CATS","EAST OF ENGLAND","INDEPENDENT SECTOR"
"NX7","VEINCENTRE LIMITED","MIDLANDS","INDEPENDENT SECTOR"
"NX8","1-GREATLIFE LTD","EAST OF ENGLAND","INDEPENDENT SECTOR"
"NX9","WMP SERVICES","SOUTH EAST","INDEPENDENT SECTOR"
"NXA","HEALTH 4 CRAWLEY LTD","SOUTH EAST","INDEPENDENT SECTOR"
"NXC","ASSURA WANDLE LLP","LONDON","INDEPENDENT SECTOR"
"NXD","ASSURA WEST LEICESTERSHIRE LLP","MIDLANDS","INDEPENDENT SECTOR"
"NXD","ASSURA WEST LEICESTERSHIRE LLP","MIDLANDS","INDEPENDENT SECTOR"
"NXE","ASSURA READING LLP","SOUTH EAST","INDEPENDENT SECTOR"
"NXF","THE ELLENOR LIONS HOSPICES","SOUTH EAST","INDEPENDENT SECTOR"
"NXG","DIRECT LOCAL HEALTH","EAST OF ENGLAND","INDEPENDENT SECTOR"
"NXH","EBOR CLINICAL SERVICES LIMITED","NORTH EAST AND YORKSHIRE","INDEPENDENT SECTOR"
"NXJ","HEALTHCARE AT HOME","MIDLANDS","INDEPENDENT SECTOR"
"NXK","WELL-ONE CLINIC","NORTH EAST AND YORKSHIRE","INDEPENDENT SECTOR"
"NXL","FCMS (NW) LTD","NORTH WEST","INDEPENDENT SECTOR"
"NXL","FCMS (NW) LTD","NORTH WEST","INDEPENDENT SECTOR"
"NXM","HORDER HEALTHCARE","SOUTH EAST","INDEPENDENT SECTOR"
"NXN","AK MEDICAL MANAGEMENT LIMITED","EAST OF ENGLAND","INDEPENDENT SECTOR"
"NXP","INDEPENDENT HEALTH GROUP","SOUTH WEST","INDEPENDENT SECTOR"
"NXQ","MODUS CARE","SOUTH WEST","INDEPENDENT SECTOR"
"NXR","SUFFOLK INTEGRATED HEALTHCARE","EAST OF ENGLAND","INDEPENDENT SECTOR"
"NXR","SUFFOLK INTEGRATED HEALTHCARE","EAST OF ENGLAND","INDEPENDENT SECTOR"
"NXT","QUALITY HEALTH LTD","MIDLANDS","INDEPENDENT SECTOR"
"NXV","PHYSIOLOGICAL MEASUREMENTS LTD","MIDLANDS","INDEPENDENT SECTOR"
"NXW","LIVABILITY","LONDON","INDEPENDENT SECTOR"
"NXX","SCRIVENS LTD","MIDLANDS","INDEPENDENT SECTOR"
"NY0","PRIDERM LLP","NORTH WEST","INDEPENDENT SECTOR"
"NY1","AIR LIQUIDE LIMITED","MIDLANDS","INDEPENDENT SECTOR"
"NY2","IVRY STREET MINOR SURGERY UNIT","EAST OF ENGLAND","INDEPENDENT SECTOR"
"NY3","IPSCOM","EAST OF ENGLAND","INDEPENDENT SECTOR"
"NY4","ASSURA NORTH LANCS LLP","NORTH WEST","INDEPENDENT SECTOR"
"NY4","ASSURA NORTH LANCS LLP","NORTH WEST","INDEPENDENT SECTOR"
"NY5","ASSURA COVENTRY LLP","MIDLANDS","INDEPENDENT SECTOR"
"NY5","ASSURA COVENTRY LLP","MIDLANDS","INDEPENDENT SECTOR"
"NY6","PAIN MANAGEMENT SOLUTIONS","NORTH EAST AND YORKSHIRE","INDEPENDENT SECTOR"
"NY7","REGIONAL HEARING SPECIALISTS LTD","SOUTH WEST","INDEPENDENT SECTOR"
"NY8","ASSURA HARTLEPOOL LLP","NORTH EAST AND YORKSHIRE","INDEPENDENT SECTOR"
"NY8","ASSURA HARTLEPOOL LLP","NORTH EAST AND YORKSHIRE","INDEPENDENT SECTOR"
"NY9","ASSURA STOCKTON LLP","NORTH EAST AND YORKSHIRE","INDEPENDENT SECTOR"
"NY9","ASSURA STOCKTON LLP","NORTH EAST AND YORKSHIRE","INDEPENDENT SECTOR"
"NYA","ST ANDREW'S HEALTHCARE","MIDLANDS","INDEPENDENT SECTOR"
"NYD","GASTRO CARE LTD","LONDON","INDEPENDENT SECTOR"
"NYE","MILDMAY UK","LONDON","INDEPENDENT SECTOR"
"NYF","INVICTA HEALTH COMMUNITY INTEREST COMPANY","SOUTH EAST","INDEPENDENT SECTOR"
"NYG","SUSSEX COMMUNITY DERMATOLOGY SERVICE","SOUTH EAST","INDEPENDENT SECTOR"
"NYH","ASSURA HAMPSHIRE","SOUTH EAST","INDEPENDENT SECTOR"
"NYJ","TULIP MENTAL HEALTH GROUP","LONDON","INDEPENDENT SECTOR"
"NYK","NORK CLINIC","SOUTH EAST","INDEPENDENT SECTOR"
"NYL","ONE TO ONE PHYSIOTHERAPY & REHABILITATION CENTRE","MIDLANDS","INDEPENDENT SECTOR"
"NYM","HARROW HEALTH LTD","LONDON","INDEPENDENT SECTOR"
"NYN","SPECSAVERS HEARCARE GROUP LTD","MIDLANDS","INDEPENDENT SECTOR"
"NYP","COASTAL HEALTH CARE LTD","NORTH WEST","INDEPENDENT SECTOR"
"NYQ","FAIRLEY ENT KENT","SOUTH EAST","INDEPENDENT SECTOR"
"NYQ","FAIRLEY ENT KENT","SOUTH EAST","INDEPENDENT SECTOR"
"NYR","GLOBAL DIAGNOSTICS","EAST OF ENGLAND","INDEPENDENT SECTOR"
"NYT","ASSURA EAST RIDING LLP","NORTH EAST AND YORKSHIRE","INDEPENDENT SECTOR"
"NYV","AIR PRODUCTS HEALTHCARE","NORTH WEST","INDEPENDENT SECTOR"
"NYV","AIR PRODUCTS HEALTHCARE","NORTH WEST","INDEPENDENT SECTOR"
"NYW","ASPEN HEALTHCARE LIMITED","LONDON","INDEPENDENT SECTOR"
"NYY","CHARTWELL PRIVATE HOSPITALS LTD","EAST OF ENGLAND","INDEPENDENT SECTOR"
"STJ","OSTEOPATHY PLUS LTD","EAST OF ENGLAND","INDEPENDENT SECTOR"
"UJ4","GEOFFREY LLOYD FOULKES CLINIC","LONDON","INDEPENDENT SECTOR"
"UXJ","CARE + LTD","LONDON","INDEPENDENT SECTOR"
"VTK","UNIQUE CARE NETWORK LIMITED","MIDLANDS","INDEPENDENT SECTOR"
"R0A","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST","NORTH WEST","ACUTE"
"R1A","WORCESTERSHIRE HEALTH AND CARE NHS TRUST","MIDLANDS","COMMUNITY"
"R1C","SOLENT NHS TRUST","SOUTH EAST","COMMUNITY"
"R1D","SHROPSHIRE COMMUNITY HEALTH NHS TRUST","MIDLANDS","COMMUNITY"
"R1F","ISLE OF WIGHT NHS TRUST","SOUTH EAST","ACUTE"
"R1H","BARTS HEALTH NHS TRUST","LONDON","ACUTE"
"R1J","GLOUCESTERSHIRE CARE SERVICES NHS TRUST","SOUTH WEST","CARE TRUST"
"R1K","LONDON NORTH WEST HEALTHCARE NHS TRUST","LONDON","ACUTE"
"R1L","ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST","EAST OF ENGLAND","ACUTE"
"RA2","ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST","SOUTH EAST","ACUTE"
"RA3","WESTON AREA HEALTH NHS TRUST","SOUTH WEST","ACUTE"
"RA4","YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST","SOUTH WEST","ACUTE"
"RA7","UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST","SOUTH WEST","ACUTE"
"RA9","TORBAY AND SOUTH DEVON HEALTH CARE NHS FOUNDATION TRUST","SOUTH WEST","ACUTE"
"RAE","BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST","NORTH EAST AND YORKSHIRE","ACUTE"
"RAJ","SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST","EAST OF ENGLAND","ACUTE"
"RAL","ROYAL FREE LONDON NHS FOUNDATION TRUST","LONDON","ACUTE"
"RAN","ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST","LONDON","ACUTE"
"RAP","NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST","LONDON","ACUTE"
"RAS","THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST","LONDON","ACUTE"
"RAT","NORTH EAST LONDON NHS FOUNDATION TRUST","LONDON","MENTAL HEALTH AND LEARNING DISABILITY"
"RAX","KINGSTON HOSPITAL NHS FOUNDATION TRUST","LONDON","ACUTE"
"RBA","TAUNTON AND SOMERSET NHS FOUNDATION TRUST","SOUTH WEST","ACUTE"
"RBD","DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST","SOUTH WEST","ACUTE"
"RBK","WALSALL HEALTHCARE NHS TRUST","MIDLANDS","ACUTE"
"RBL","WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST","NORTH WEST","ACUTE"
"RBN","ST HELENS AND KNOWSLEY TEACHING HOSPITALS NHS TRUST","NORTH WEST","ACUTE"
"RBQ","LIVERPOOL HEART AND CHEST NHS FOUNDATION TRUST","NORTH WEST","ACUTE"
"RBS","ALDER HEY CHILDRENS NHS FOUNDATION TRUST","NORTH WEST","ACUTE"
"RBT","THE MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST","NORTH WEST","ACUTE"
"RBV","THE CHRISTIE NHS FOUNDATION TRUST","NORTH WEST","ACUTE"
"RBZ","NORTHERN DEVON HEALTHCARE NHS TRUST","SOUTH WEST","ACUTE"
"RC1","BEDFORD HOSPITAL NHS TRUST","EAST OF ENGLAND","ACUTE"
"RC9","LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST","EAST OF ENGLAND","ACUTE"
"RCB","YORK TEACHING HOSPITAL NHS FOUNDATION TRUST","NORTH EAST AND YORKSHIRE","ACUTE"
"RCD","HARROGATE AND DISTRICT NHS FOUNDATION TRUST","NORTH EAST AND YORKSHIRE","ACUTE"
"RCF","AIREDALE NHS FOUNDATION TRUST","NORTH EAST AND YORKSHIRE","ACUTE"
"RCU","SHEFFIELD CHILDRENS NHS FOUNDATION TRUST","NORTH EAST AND YORKSHIRE","ACUTE"
"RCX","THE QUEEN ELIZABETH HOSPITAL KING'S LYNN NHS FOUNDATION TRUST","EAST OF ENGLAND","ACUTE"
"RD1","ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST","SOUTH WEST","ACUTE"
"RD3","POOLE HOSPITAL NHS FOUNDATION TRUST","SOUTH WEST","ACUTE"
"RD8","MILTON KEYNES HOSPITAL NHS FOUNDATION TRUST","EAST OF ENGLAND","ACUTE"
"RDD","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","EAST OF ENGLAND","ACUTE"
"RDE","EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST","EAST OF ENGLAND","ACUTE"
"RDR","SUSSEX COMMUNITY NHS FOUNDATION TRUST","SOUTH EAST","COMMUNITY"
"RDU","FRIMLEY HEALTH NHS FOUNDATION TRUST","SOUTH EAST","ACUTE"
"RDY","DORSET HEALTHCARE NHS FOUNDATION TRUST","SOUTH WEST","MENTAL HEALTH AND LEARNING DISABILITY"
"RDZ","THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST","SOUTH WEST","ACUTE"
"RE9","SOUTH TYNESIDE NHS FOUNDATION TRUST","NORTH EAST AND YORKSHIRE","ACUTE"
"REF","ROYAL CORNWALL HOSPITALS NHS TRUST","SOUTH WEST","ACUTE"
"REM","AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST","NORTH WEST","ACUTE"
"REN","CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST","NORTH WEST","ACUTE"
"REP","LIVERPOOL WOMEN'S NHS FOUNDATION TRUST","NORTH WEST","ACUTE"
"RET","WALTON CENTRE NHS FOUNDATION TRUST","NORTH WEST","ACUTE"
"RF4","BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST","LONDON","ACUTE"
"RFF","BARNSLEY HOSPITAL NHS FOUNDATION TRUST","NORTH EAST AND YORKSHIRE","ACUTE"
"RFR","THE ROTHERHAM NHS FOUNDATION TRUST","NORTH EAST AND YORKSHIRE","ACUTE"
"RFS","CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST","MIDLANDS","ACUTE"
"RGD","LEEDS AND YORK  PARTNERSHIP NHS FOUNDATION TRUST","NORTH EAST AND YORKSHIRE","MENTAL HEALTH AND LEARNING DISABILITY"
"RGM","ROYAL PAPWORTH HOSPITAL NHS FOUNDATION TRUST","EAST OF ENGLAND","ACUTE"
"RGN","NORTH WEST ANGLIA NHS FOUNDATION TRUST","EAST OF ENGLAND","ACUTE"
"RGP","JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","EAST OF ENGLAND","ACUTE"
"RGR","WEST SUFFOLK NHS FOUNDATION TRUST","EAST OF ENGLAND","ACUTE"
"RGT","CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","EAST OF ENGLAND","ACUTE"
"RH5","SOMERSET PARTNERSHIP NHS FOUNDATION TRUST","SOUTH WEST","MENTAL HEALTH AND LEARNING DISABILITY"
"RH8","ROYAL DEVON AND EXETER NHS FOUNDATION TRUST","SOUTH WEST","ACUTE"
"RHA","NOTTINGHAMSHIRE HEALTHCARE NHS FOUNDATION TRUST","MIDLANDS","MENTAL HEALTH AND LEARNING DISABILITY"
"RHM","UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST","SOUTH EAST","ACUTE"
"RHQ","SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST","NORTH EAST AND YORKSHIRE","ACUTE"
"RHU","PORTSMOUTH HOSPITALS NHS TRUST","SOUTH EAST","ACUTE"
"RHW","ROYAL BERKSHIRE NHS FOUNDATION TRUST","SOUTH EAST","ACUTE"
"RJ1","GUY'S AND ST THOMAS' NHS FOUNDATION TRUST","LONDON","ACUTE"
"RJ2","THE LEWISHAM AND GREENWICH NHS TRUST","LONDON","ACUTE"
"RJ6","CROYDON HEALTH SERVICES NHS TRUST","LONDON","ACUTE"
"RJ7","ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","LONDON","ACUTE"
"RJ8","CORNWALL PARTNERSHIP NHS FOUNDATION TRUST","SOUTH WEST","MENTAL HEALTH AND LEARNING DISABILITY"
"RJC","SOUTH WARWICKSHIRE NHS FOUNDATION TRUST","MIDLANDS","ACUTE"
"RJE","UNIVERSITY HOSPITAL OF NORTH MIDLANDS NHS TRUST","MIDLANDS","ACUTE"
"RJL","NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST","NORTH EAST AND YORKSHIRE","ACUTE"
"RJN","EAST CHESHIRE NHS TRUST","NORTH WEST","ACUTE"
"RJR","COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST","NORTH WEST","ACUTE"
"RJZ","KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST","LONDON","ACUTE"
"RK5","SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST","MIDLANDS","ACUTE"
"RK9","UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST","SOUTH WEST","ACUTE"
"RKB","UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST","MIDLANDS","ACUTE"
"RKE","WHITTINGTON HEALTH NHS TRUST","LONDON","ACUTE"
"RKL","WEST LONDON NHS TRUST","LONDON","MENTAL HEALTH AND LEARNING DISABILITY"
"RL1","ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST","MIDLANDS","ACUTE"
"RL4","THE ROYAL WOLVERHAMPTON NHS TRUST","MIDLANDS","ACUTE"
"RLN","CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST","NORTH EAST AND YORKSHIRE","ACUTE"
"RLQ","WYE VALLEY NHS TRUST","MIDLANDS","ACUTE"
"RLT","GEORGE ELIOT HOSPITAL NHS TRUST","MIDLANDS","ACUTE"
"RLY","NORTH STAFFORDSHIRE COMBINED HEALTHCARE NHS TRUST","MIDLANDS","MENTAL HEALTH AND LEARNING DISABILITY"
"RM1","NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","EAST OF ENGLAND","ACUTE"
"RM3","SALFORD ROYAL NHS FOUNDATION TRUST","NORTH WEST","ACUTE"
"RMC","BOLTON NHS FOUNDATION TRUST","NORTH WEST","ACUTE"
"RMP","TAMESIDE HOSPITAL NHS FOUNDATION TRUST","NORTH WEST","ACUTE"
"RMY","NORFOLK AND SUFFOLK NHS FOUNDATION TRUST","EAST OF ENGLAND","MENTAL HEALTH AND LEARNING DISABILITY"
"RN3","GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST","SOUTH WEST","ACUTE"
"RN5","HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST","SOUTH EAST","ACUTE"
"RN7","DARTFORD AND GRAVESHAM NHS TRUST","SOUTH EAST","ACUTE"
"RNA","THE DUDLEY GROUP NHS FOUNDATION TRUST","MIDLANDS","ACUTE"
"RNK","TAVISTOCK AND PORTMAN NHS FOUNDATION TRUST","LONDON","MENTAL HEALTH AND LEARNING DISABILITY"
"RNL","NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST","NORTH EAST AND YORKSHIRE","ACUTE"
"RNN","CUMBRIA PARTNERSHIP NHS FOUNDATION TRUST","NORTH EAST AND YORKSHIRE","MENTAL HEALTH AND LEARNING DISABILITY"
"RNQ","KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST","MIDLANDS","ACUTE"
"RNS","NORTHAMPTON GENERAL HOSPITAL NHS TRUST","MIDLANDS","ACUTE"
"RNU","OXFORD HEALTH NHS FOUNDATION TRUST","SOUTH EAST","MENTAL HEALTH AND LEARNING DISABILITY"
"RNZ","SALISBURY NHS FOUNDATION TRUST","SOUTH WEST","ACUTE"
"RP1","NORTHAMPTONSHIRE HEALTHCARE NHS FOUNDATION TRUST","MIDLANDS","MENTAL HEALTH AND LEARNING DISABILITY"
"RP4","GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST","LONDON","ACUTE"
"RP5","DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST","NORTH EAST AND YORKSHIRE","ACUTE"
"RP6","MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST","LONDON","ACUTE"
"RP7","LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST","MIDLANDS","MENTAL HEALTH AND LEARNING DISABILITY"
"RPA","MEDWAY NHS FOUNDATION TRUST","SOUTH EAST","ACUTE"
"RPC","QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST","SOUTH EAST","ACUTE"
"RPG","OXLEAS NHS FOUNDATION TRUST","LONDON","MENTAL HEALTH AND LEARNING DISABILITY"
"RPY","THE ROYAL MARSDEN NHS FOUNDATION TRUST","LONDON","ACUTE"
"RQ3","BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST","MIDLANDS","ACUTE"
"RQ6","ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST","NORTH WEST","ACUTE"
"RQ8","MID ESSEX HOSPITAL SERVICES NHS TRUST","EAST OF ENGLAND","ACUTE"
"RQM","CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST","LONDON","ACUTE"
"RQW","THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST","EAST OF ENGLAND","ACUTE"
"RQX","HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST","LONDON","ACUTE"
"RQY","SOUTH WEST LONDON AND ST GEORGE'S MENTAL HEALTH NHS TRUST","LONDON","MENTAL HEALTH AND LEARNING DISABILITY"
"RR7","GATESHEAD HEALTH NHS FOUNDATION TRUST","NORTH EAST AND YORKSHIRE","ACUTE"
"RR8","LEEDS TEACHING HOSPITALS NHS TRUST","NORTH EAST AND YORKSHIRE","ACUTE"
"RRE","MIDLANDS PARTNERSHIP NHS FOUNDATION TRUST","MIDLANDS","MENTAL HEALTH AND LEARNING DISABILITY"
"RRF","WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST","NORTH WEST","ACUTE"
"RRJ","ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST","MIDLANDS","ACUTE"
"RRK","UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST","MIDLANDS","ACUTE"
"RRP","BARNET, ENFIELD AND HARINGEY MENTAL HEALTH NHS TRUST","LONDON","MENTAL HEALTH AND LEARNING DISABILITY"
"RRU","LONDON AMBULANCE SERVICE NHS TRUST","LONDON","AMBULANCE"
"RRV","UNIVERSITY COLLEGE LONDON NHS FOUNDATION TRUST","LONDON","ACUTE"
"RT1","CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST","EAST OF ENGLAND","MENTAL HEALTH AND LEARNING DISABILITY"
"RT2","PENNINE CARE NHS FOUNDATION TRUST","NORTH WEST","MENTAL HEALTH AND LEARNING DISABILITY"
